sep=,
This file should not be modified. It was automatically generated by CAPSENSE Tuner 8.0.0.8811
Signature,LLS data file
SchemaVersion,2
Time, 25.03.2025 17:13:44
Program,CAPSENSE™ Tuner 8.0
ConfigFile,C:/Users/Yashvi/YS_ES100_FINAL_OOB_NEW_SILICON/LLLLLSss/bsps/TARGET_APP_CY8CPROTO-041TP/config/design.cycapsense
ConfigDescription,deviceName - PSOC 4 (5th Generation LP)
DeviceName,PSOC 4 (5th Generation LP)
LiquidLevelWidget,LiquidLevel0
FoamWidget,LiquidLevel0_FR
SensorsCount,9
ConnectedDevice,KitProg3 UART-15100A98012D2400
Protocol,I2C
TankHeight,120
HeightStep,1
CoinCount,124
RepetitiveSamplesCount,10
CurrentCoin,123
CountOfFullItems,122
TableSize,1220
DutyCycle,18

Numb,CoinNumb,TargetLevel,Time,RepetitiveSamplesNumb,LiquidLevel0_Sns0,LiquidLevel0_Sns1,LiquidLevel0_Sns2,LiquidLevel0_Sns3,LiquidLevel0_Sns4,LiquidLevel0_Sns5,LiquidLevel0_Sns6,LiquidLevel0_Sns7,LiquidLevel0_Sns8,LiquidLevel0_FR_Sns0,LiquidLevel0_FR_Sns1,LiquidLevel0_FR_Sns2,LiquidLevel0_FR_Sns3,LiquidLevel0_FR_Sns4,LiquidLevel0_FR_Sns5,LiquidLevel0_FR_Sns6,LiquidLevel0_FR_Sns7,LiquidLevel0_FR_Sns8
774,77,76, 25.03.2025 15:35:45,4,40399,38417,38208,39578,40548,35698,24573,23672,23556,44050,42213,41959,43219,44194,39355,28016,27268,26657,
775,77,76, 25.03.2025 15:35:45,5,40432,38402,38216,39579,40554,35684,24571,23667,23547,44039,42220,41953,43203,44187,39354,28017,27258,26654,
776,77,76, 25.03.2025 15:35:45,6,40395,38419,38194,39581,40568,35697,24580,23678,23543,44056,42223,41952,43207,44190,39334,28031,27256,26628,
777,77,76, 25.03.2025 15:35:45,7,40431,38420,38201,39595,40556,35701,24562,23673,23555,44067,42216,41953,43235,44205,39354,28022,27258,26645,
778,77,76, 25.03.2025 15:35:45,8,40424,38425,38215,39574,40547,35702,24573,23672,23557,44052,42219,41960,43213,44198,39354,28016,27256,26655,
779,77,76, 25.03.2025 15:35:45,9,40406,38427,38203,39578,40531,35693,24586,23670,23539,44075,42219,41944,43218,44184,39341,28013,27256,26653,
780,78,77, 25.03.2025 15:36:02,0,40447,38454,38238,39593,40601,36388,25067,23693,23576,44118,42272,41993,43273,44248,40066,28516,27313,26702,
781,78,77, 25.03.2025 15:36:02,1,40462,38457,38236,39615,40625,36404,25073,23690,23586,44108,42266,41983,43292,44237,40055,28534,27299,26703,
782,78,77, 25.03.2025 15:36:02,2,40469,38458,38248,39611,40607,36396,25062,23706,23582,44095,42252,42011,43278,44250,40057,28509,27289,26685,
783,78,77, 25.03.2025 15:36:02,3,40457,38447,38235,39592,40608,36387,25073,23710,23588,44108,42271,42015,43280,44243,40053,28516,27285,26701,
784,78,77, 25.03.2025 15:36:02,4,40439,38445,38225,39620,40575,36399,25068,23686,23582,44125,42282,42014,43258,44227,40054,28521,27304,26685,
785,78,77, 25.03.2025 15:36:02,5,40441,38450,38238,39611,40586,36386,25062,23694,23592,44136,42282,42012,43284,44222,40059,28505,27288,26681,
786,78,77, 25.03.2025 15:36:02,6,40443,38457,38225,39612,40613,36406,25069,23693,23571,44100,42275,41989,43266,44245,40052,28522,27286,26668,
787,78,77, 25.03.2025 15:36:02,7,40464,38462,38242,39621,40625,36401,25064,23686,23587,44113,42277,41995,43280,44237,40067,28538,27295,26706,
788,78,77, 25.03.2025 15:36:02,8,40467,38451,38249,39608,40589,36404,25060,23697,23581,44110,42275,42000,43279,44243,40048,28523,27291,26704,
789,78,77, 25.03.2025 15:36:02,9,40453,38448,38251,39619,40591,36393,25072,23686,23590,44103,42272,42000,43282,44245,40057,28544,27318,26705,
790,79,78, 25.03.2025 15:36:17,0,40413,38415,38210,39571,40581,37407,25758,23689,23561,44088,42248,41967,43267,44212,41090,29188,27299,26687,
791,79,78, 25.03.2025 15:36:17,1,40408,38424,38208,39581,40533,37396,25760,23694,23569,44082,42256,41989,43235,44210,41071,29205,27291,26689,
792,79,78, 25.03.2025 15:36:17,2,40401,38408,38201,39590,40569,37400,25762,23684,23563,44082,42240,41979,43278,44211,41076,29193,27308,26673,
793,79,78, 25.03.2025 15:36:17,3,40419,38419,38208,39592,40567,37413,25768,23684,23577,44089,42242,41982,43255,44222,41098,29212,27303,26703,
794,79,78, 25.03.2025 15:36:17,4,40408,38403,38198,39561,40577,37407,25753,23691,23588,44068,42227,41970,43257,44241,41050,29208,27301,26674,
795,79,78, 25.03.2025 15:36:17,5,40401,38405,38192,39587,40556,37397,25743,23682,23567,44077,42241,41979,43237,44219,41080,29202,27293,26705,
796,79,78, 25.03.2025 15:36:17,6,40406,38425,38190,39582,40572,37397,25761,23692,23580,44097,42262,41991,43240,44196,41084,29186,27298,26682,
797,79,78, 25.03.2025 15:36:17,7,40411,38405,38216,39547,40537,37417,25737,23690,23576,44087,42233,41977,43244,44205,41062,29185,27313,26702,
798,79,78, 25.03.2025 15:36:17,8,40408,38386,38214,39591,40545,37398,25755,23685,23568,44085,42256,41984,43253,44222,41065,29194,27299,26694,
799,79,78, 25.03.2025 15:36:17,9,40396,38413,38188,39585,40542,37407,25738,23688,23583,44081,42242,41993,43249,44230,41079,29205,27304,26685,
800,80,79, 25.03.2025 15:36:27,0,40423,38406,38209,39590,40559,37838,26281,23692,23588,44107,42260,42004,43283,44234,41518,29726,27335,26701,
801,80,79, 25.03.2025 15:36:27,1,40418,38398,38208,39588,40555,37852,26274,23696,23584,44090,42263,42007,43269,44220,41516,29725,27309,26704,
802,80,79, 25.03.2025 15:36:27,2,40428,38426,38226,39593,40589,37840,26288,23689,23575,44132,42254,41986,43266,44247,41514,29728,27332,26705,
803,80,79, 25.03.2025 15:36:27,3,40414,38414,38202,39582,40581,37853,26266,23686,23575,44118,42273,42009,43260,44255,41527,29722,27308,26703,
804,80,79, 25.03.2025 15:36:27,4,40427,38423,38200,39571,40593,37841,26291,23690,23581,44120,42274,41994,43269,44241,41520,29758,27296,26696,
805,80,79, 25.03.2025 15:36:27,5,40419,38420,38211,39600,40551,37841,26284,23697,23579,44138,42273,42003,43259,44254,41508,29701,27311,26702,
806,80,79, 25.03.2025 15:36:27,6,40405,38418,38217,39574,40580,37857,26278,23678,23574,44113,42268,41994,43283,44236,41520,29743,27331,26704,
807,80,79, 25.03.2025 15:36:27,7,40423,38409,38217,39580,40550,37831,26275,23688,23594,44109,42260,41991,43267,44239,41521,29720,27318,26700,
808,80,79, 25.03.2025 15:36:27,8,40425,38404,38213,39578,40571,37842,26262,23703,23575,44110,42266,42015,43278,44239,41501,29720,27323,26707,
809,80,79, 25.03.2025 15:36:27,9,40420,38408,38204,39566,40564,37866,26280,23699,23580,44127,42271,41999,43277,44239,41512,29741,27332,26702,
810,81,80, 25.03.2025 15:36:35,0,40421,38429,38216,39598,40551,38240,26707,23702,23577,44137,42296,42043,43280,44274,41940,30170,27334,26695,
811,81,80, 25.03.2025 15:36:35,1,40437,38430,38222,39600,40595,38253,26698,23696,23573,44131,42302,42033,43281,44270,41931,30153,27334,26704,
812,81,80, 25.03.2025 15:36:35,2,40444,38422,38242,39611,40583,38255,26695,23704,23579,44122,42296,42018,43284,44279,41937,30170,27345,26706,
813,81,80, 25.03.2025 15:36:35,3,40452,38430,38241,39592,40588,38242,26723,23716,23581,44125,42279,42029,43281,44274,41939,30166,27337,26712,
814,81,80, 25.03.2025 15:36:35,4,40441,38423,38228,39611,40580,38265,26707,23696,23591,44111,42293,42046,43283,44270,41918,30157,27331,26700,
815,81,80, 25.03.2025 15:36:35,5,40434,38433,38238,39596,40586,38242,26718,23692,23580,44128,42298,42034,43283,44271,41952,30164,27343,26695,
816,81,80, 25.03.2025 15:36:35,6,40446,38431,38231,39602,40570,38255,26722,23691,23573,44145,42296,42037,43291,44278,41943,30163,27326,26703,
817,81,80, 25.03.2025 15:36:35,7,40444,38425,38229,39604,40590,38247,26697,23721,23578,44127,42274,42022,43279,44257,41930,30160,27333,26703,
818,81,80, 25.03.2025 15:36:35,8,40432,38434,38221,39609,40579,38245,26689,23698,23565,44138,42303,42006,43286,44260,41930,30176,27322,26717,
819,81,80, 25.03.2025 15:36:35,9,40409,38423,38218,39613,40593,38241,26691,23690,23582,44137,42287,42016,43296,44279,41943,30165,27331,26704,
820,82,81, 25.03.2025 15:36:43,0,40427,38435,38223,39606,40558,38892,27761,23707,23567,44144,42311,42013,43287,44272,42593,31208,27356,26702,
821,82,81, 25.03.2025 15:36:43,1,40420,38429,38224,39601,40576,38909,27756,23715,23576,44165,42305,42040,43294,44271,42601,31214,27338,26704,
822,82,81, 25.03.2025 15:36:43,2,40406,38434,38222,39588,40590,38890,27766,23686,23571,44142,42301,42033,43286,44281,42587,31240,27341,26718,
823,82,81, 25.03.2025 15:36:43,3,40426,38432,38223,39596,40585,38899,27752,23702,23583,44137,42316,42033,43283,44268,42596,31205,27360,26702,
824,82,81, 25.03.2025 15:36:43,4,40434,38431,38221,39584,40576,38896,27769,23716,23587,44145,42296,42029,43289,44287,42595,31235,27341,26701,
825,82,81, 25.03.2025 15:36:43,5,40419,38429,38230,39611,40577,38913,27758,23708,23583,44127,42306,42038,43286,44281,42601,31223,27354,26708,
826,82,81, 25.03.2025 15:36:43,6,40415,38415,38232,39594,40579,38899,27771,23713,23567,44137,42285,42031,43279,44283,42605,31224,27351,26699,
827,82,81, 25.03.2025 15:36:43,7,40403,38410,38217,39593,40577,38915,27768,23703,23577,44131,42316,42037,43289,44268,42618,31235,27356,26699,
828,82,81, 25.03.2025 15:36:43,8,40427,38415,38204,39598,40591,38899,27764,23684,23593,44136,42287,42031,43280,44285,42601,31221,27344,26691,
829,82,81, 25.03.2025 15:36:43,9,40405,38425,38210,39593,40592,38911,27752,23708,23576,44150,42295,42033,43283,44295,42617,31236,27349,26698,
830,83,82, 25.03.2025 15:36:47,0,40439,38428,38213,39592,40591,39294,28660,23716,23578,44139,42343,42042,43297,44316,43010,32101,27370,26705,
831,83,82, 25.03.2025 15:36:47,1,40428,38426,38218,39589,40574,39279,28637,23714,23584,44177,42324,42065,43299,44291,42988,32083,27384,26736,
832,83,82, 25.03.2025 15:36:47,2,40419,38435,38238,39607,40577,39284,28653,23712,23579,44154,42328,42064,43294,44295,42998,32099,27375,26700,
833,83,82, 25.03.2025 15:36:47,3,40432,38421,38214,39579,40592,39288,28633,23709,23567,44176,42328,42044,43294,44311,42997,32093,27372,26709,
834,83,82, 25.03.2025 15:36:47,4,40443,38429,38229,39597,40588,39294,28663,23704,23571,44153,42333,42048,43300,44290,42990,32102,27365,26722,
835,83,82, 25.03.2025 15:36:47,5,40428,38432,38230,39596,40598,39305,28665,23698,23574,44169,42332,42053,43289,44311,43013,32104,27364,26722,
836,83,82, 25.03.2025 15:36:47,6,40444,38445,38228,39604,40588,39274,28658,23708,23576,44174,42315,42053,43295,44313,42987,32078,27360,26716,
837,83,82, 25.03.2025 15:36:47,7,40431,38426,38236,39589,40619,39279,28676,23710,23557,44162,42322,42058,43301,44309,42986,32097,27363,26710,
838,83,82, 25.03.2025 15:36:47,8,40440,38449,38229,39611,40599,39306,28651,23708,23569,44181,42330,42054,43296,44300,42978,32093,27389,26716,
839,83,82, 25.03.2025 15:36:47,9,40412,38436,38219,39597,40577,39285,28653,23713,23572,44147,42315,42058,43320,44302,42987,32096,27358,26716,
840,84,83, 25.03.2025 15:37:49,0,40357,38354,38175,39533,40519,39457,29431,23705,23571,44127,42285,41993,43269,44214,43166,32815,27360,26702,
841,84,83, 25.03.2025 15:37:49,1,40334,38379,38162,39534,40515,39455,29405,23714,23576,44109,42270,41988,43252,44239,43181,32828,27368,26714,
842,84,83, 25.03.2025 15:37:49,2,40344,38372,38156,39519,40525,39461,29443,23714,23567,44099,42265,41999,43266,44221,43167,32824,27380,26719,
843,84,83, 25.03.2025 15:37:49,3,40367,38366,38159,39545,40532,39460,29431,23714,23584,44100,42255,41988,43259,44241,43174,32819,27355,26702,
844,84,83, 25.03.2025 15:37:49,4,40338,38374,38148,39524,40516,39454,29417,23712,23564,44108,42259,41988,43259,44211,43172,32830,27350,26708,
845,84,83, 25.03.2025 15:37:49,5,40350,38358,38158,39536,40519,39464,29429,23710,23591,44112,42264,41995,43263,44237,43172,32840,27349,26717,
846,84,83, 25.03.2025 15:37:49,6,40353,38359,38144,39523,40515,39457,29399,23710,23564,44083,42268,41996,43269,44219,43180,32823,27367,26704,
847,84,83, 25.03.2025 15:37:49,7,40367,38357,38168,39527,40515,39456,29415,23707,23583,44083,42242,42003,43225,44237,43181,32815,27383,26718,
848,84,83, 25.03.2025 15:37:49,8,40340,38347,38141,39511,40524,39443,29396,23702,23569,44107,42258,41996,43263,44230,43181,32822,27366,26702,
849,84,83, 25.03.2025 15:37:49,9,40328,38351,38156,39511,40524,39473,29443,23693,23582,44094,42253,41997,43268,44226,43146,32823,27369,26720,
850,85,84, 25.03.2025 15:37:56,0,40413,38393,38199,39579,40555,39632,30079,23740,23565,44181,42345,42057,43285,44303,43342,33575,27412,26716,
851,85,84, 25.03.2025 15:37:56,1,40400,38412,38212,39587,40552,39637,30084,23716,23561,44172,42307,42052,43304,44303,43314,33574,27400,26715,
852,85,84, 25.03.2025 15:37:56,2,40407,38410,38220,39581,40591,39624,30091,23735,23572,44171,42321,42067,43293,44308,43354,33560,27396,26725,
853,85,84, 25.03.2025 15:37:56,3,40414,38423,38220,39580,40556,39643,30102,23730,23554,44149,42334,42046,43286,44282,43326,33567,27406,26703,
854,85,84, 25.03.2025 15:37:56,4,40397,38414,38212,39591,40564,39622,30082,23734,23575,44162,42331,42050,43302,44293,43350,33566,27392,26704,
855,85,84, 25.03.2025 15:37:56,5,40387,38410,38214,39589,40556,39617,30100,23731,23567,44182,42328,42069,43293,44304,43345,33566,27383,26709,
856,85,84, 25.03.2025 15:37:56,6,40408,38419,38200,39578,40582,39643,30107,23738,23563,44159,42316,42056,43286,44298,43328,33578,27394,26701,
857,85,84, 25.03.2025 15:37:56,7,40397,38423,38212,39597,40542,39634,30093,23725,23593,44149,42296,42060,43286,44296,43350,33577,27407,26696,
858,85,84, 25.03.2025 15:37:56,8,40407,38412,38210,39595,40557,39628,30095,23730,23577,44161,42329,42057,43292,44294,43335,33568,27394,26701,
859,85,84, 25.03.2025 15:37:56,9,40406,38411,38208,39594,40569,39621,30085,23719,23573,44161,42339,42049,43315,44299,43335,33580,27395,26722,
860,86,85, 25.03.2025 15:38:00,0,40373,38398,38199,39534,40540,39703,30797,23737,23565,44120,42318,42036,43295,44278,43448,34298,27418,26728,
861,86,85, 25.03.2025 15:38:00,1,40383,38396,38169,39540,40514,39709,30787,23728,23565,44154,42304,42037,43284,44271,43431,34302,27427,26707,
862,86,85, 25.03.2025 15:38:00,2,40384,38377,38189,39526,40553,39724,30786,23746,23576,44138,42311,42031,43285,44281,43434,34311,27426,26722,
863,86,85, 25.03.2025 15:38:00,3,40374,38395,38177,39547,40517,39723,30788,23729,23551,44137,42319,42037,43284,44299,43452,34304,27431,26737,
864,86,85, 25.03.2025 15:38:00,4,40373,38393,38182,39547,40531,39732,30794,23739,23569,44152,42336,42037,43283,44277,43430,34287,27432,26704,
865,86,85, 25.03.2025 15:38:00,5,40365,38404,38174,39542,40532,39706,30806,23724,23567,44166,42332,42036,43277,44282,43458,34297,27425,26732,
866,86,85, 25.03.2025 15:38:00,6,40391,38392,38170,39561,40524,39722,30798,23745,23569,44152,42330,42041,43279,44277,43441,34308,27431,26706,
867,86,85, 25.03.2025 15:38:00,7,40360,38366,38170,39541,40561,39709,30824,23757,23555,44155,42310,42046,43279,44266,43450,34286,27422,26705,
868,86,85, 25.03.2025 15:38:00,8,40363,38386,38172,39547,40524,39705,30807,23738,23546,44141,42303,42056,43284,44300,43446,34308,27427,26723,
869,86,85, 25.03.2025 15:38:00,9,40384,38388,38185,39541,40533,39714,30814,23743,23567,44140,42330,42036,43284,44278,43437,34319,27423,26716,
870,87,86, 25.03.2025 15:38:06,0,40329,38352,38141,39516,40524,39755,31675,23789,23543,44134,42287,42027,43270,44250,43466,35191,27464,26705,
871,87,86, 25.03.2025 15:38:06,1,40366,38347,38150,39502,40501,39725,31671,23792,23551,44135,42305,42021,43277,44261,43481,35186,27474,26724,
872,87,86, 25.03.2025 15:38:06,2,40333,38364,38170,39541,40525,39728,31676,23811,23557,44131,42300,42041,43281,44272,43489,35197,27482,26739,
873,87,86, 25.03.2025 15:38:06,3,40355,38346,38162,39520,40517,39737,31698,23795,23565,44137,42304,42033,43290,44257,43478,35211,27477,26722,
874,87,86, 25.03.2025 15:38:06,4,40352,38354,38148,39520,40520,39753,31675,23790,23565,44121,42289,42011,43275,44245,43485,35187,27467,26698,
875,87,86, 25.03.2025 15:38:06,5,40358,38371,38151,39515,40535,39743,31693,23794,23560,44129,42295,42036,43282,44262,43478,35185,27479,26713,
876,87,86, 25.03.2025 15:38:06,6,40336,38374,38164,39498,40531,39745,31686,23788,23563,44137,42295,42037,43276,44263,43479,35208,27466,26724,
877,87,86, 25.03.2025 15:38:06,7,40350,38356,38161,39508,40514,39727,31664,23792,23553,44146,42294,42035,43282,44262,43485,35194,27480,26718,
878,87,86, 25.03.2025 15:38:06,8,40346,38370,38149,39531,40522,39760,31658,23780,23553,44119,42293,42028,43278,44258,43478,35189,27469,26705,
879,87,86, 25.03.2025 15:38:06,9,40350,38368,38148,39519,40518,39747,31685,23805,23555,44118,42293,42027,43279,44258,43467,35193,27470,26703,
880,88,87, 25.03.2025 15:38:11,0,40293,38303,38105,39447,40468,39720,32301,23871,23565,44086,42257,41981,43259,44202,43464,35818,27560,26705,
881,88,87, 25.03.2025 15:38:11,1,40295,38309,38115,39473,40494,39709,32287,23888,23566,44061,42220,41974,43233,44207,43467,35825,27551,26705,
882,88,87, 25.03.2025 15:38:11,2,40287,38311,38109,39475,40473,39737,32300,23889,23569,44082,42242,41985,43240,44184,43452,35841,27548,26720,
883,88,87, 25.03.2025 15:38:11,3,40294,38312,38111,39442,40489,39736,32294,23882,23561,44075,42238,41978,43225,44205,43469,35843,27550,26704,
884,88,87, 25.03.2025 15:38:11,4,40295,38309,38092,39453,40488,39724,32297,23881,23559,44063,42240,41972,43251,44184,43463,35862,27556,26722,
885,88,87, 25.03.2025 15:38:11,5,40288,38301,38116,39454,40484,39724,32302,23883,23561,44075,42245,41991,43231,44202,43458,35848,27581,26702,
886,88,87, 25.03.2025 15:38:11,6,40294,38320,38098,39470,40493,39722,32304,23876,23560,44079,42258,41968,43222,44206,43443,35830,27575,26704,
887,88,87, 25.03.2025 15:38:11,7,40289,38328,38114,39459,40483,39733,32309,23877,23544,44087,42251,41982,43233,44188,43462,35839,27559,26719,
888,88,87, 25.03.2025 15:38:11,8,40311,38307,38097,39450,40484,39724,32279,23889,23561,44091,42250,41974,43265,44206,43443,35814,27555,26703,
889,88,87, 25.03.2025 15:38:11,9,40290,38324,38105,39472,40495,39722,32278,23879,23561,44081,42241,41984,43225,44220,43454,35832,27536,26704,
890,89,88, 25.03.2025 15:38:28,0,40291,38319,38112,39458,40487,39721,33579,24220,23572,44099,42243,41995,43249,44211,43484,37105,27899,26710,
891,89,88, 25.03.2025 15:38:28,1,40311,38311,38107,39468,40467,39724,33577,24214,23577,44099,42266,42007,43265,44231,43496,37101,27895,26705,
892,89,88, 25.03.2025 15:38:28,2,40281,38313,38111,39472,40503,39744,33579,24218,23575,44095,42273,42003,43263,44230,43495,37112,27917,26716,
893,89,88, 25.03.2025 15:38:28,3,40284,38315,38090,39479,40483,39728,33562,24233,23561,44083,42258,42006,43251,44216,43490,37108,27889,26726,
894,89,88, 25.03.2025 15:38:28,4,40280,38317,38109,39479,40482,39728,33573,24225,23559,44095,42274,42002,43253,44215,43481,37109,27905,26734,
895,89,88, 25.03.2025 15:38:28,5,40307,38313,38099,39461,40503,39740,33572,24228,23569,44084,42242,41997,43264,44217,43480,37108,27898,26725,
896,89,88, 25.03.2025 15:38:28,6,40291,38310,38109,39469,40484,39740,33575,24227,23555,44098,42261,42021,43259,44202,43489,37131,27906,26719,
897,89,88, 25.03.2025 15:38:28,7,40295,38301,38110,39475,40505,39706,33585,24218,23557,44087,42284,41996,43271,44228,43469,37105,27907,26722,
898,89,88, 25.03.2025 15:38:28,8,40281,38317,38121,39464,40481,39737,33581,24209,23578,44108,42267,42017,43266,44212,43494,37112,27910,26722,
899,89,88, 25.03.2025 15:38:28,9,40285,38307,38105,39468,40484,39734,33584,24232,23563,44095,42271,41984,43280,44215,43502,37116,27899,26726,
900,90,89, 25.03.2025 15:38:38,0,40308,38331,38118,39495,40499,39738,34238,24433,23593,44128,42279,42011,43282,44253,43491,37803,28125,26738,
901,90,89, 25.03.2025 15:38:38,1,40327,38330,38114,39478,40501,39741,34249,24428,23599,44136,42298,42031,43273,44238,43507,37793,28133,26751,
902,90,89, 25.03.2025 15:38:38,2,40296,38322,38123,39480,40488,39731,34230,24437,23584,44134,42284,42026,43252,44234,43502,37797,28124,26773,
903,90,89, 25.03.2025 15:38:38,3,40291,38331,38130,39486,40468,39739,34236,24428,23579,44127,42311,42025,43285,44240,43499,37757,28119,26762,
904,90,89, 25.03.2025 15:38:38,4,40310,38333,38118,39481,40510,39742,34252,24439,23574,44105,42304,42021,43282,44264,43520,37770,28102,26740,
905,90,89, 25.03.2025 15:38:38,5,40317,38336,38116,39484,40480,39755,34253,24431,23599,44114,42296,42016,43281,44252,43517,37774,28117,26735,
906,90,89, 25.03.2025 15:38:38,6,40311,38332,38134,39493,40476,39756,34211,24425,23575,44132,42308,42033,43268,44243,43505,37796,28122,26732,
907,90,89, 25.03.2025 15:38:38,7,40294,38338,38120,39497,40484,39764,34242,24422,23585,44138,42297,42037,43289,44248,43509,37770,28124,26730,
908,90,89, 25.03.2025 15:38:38,8,40311,38339,38125,39480,40505,39752,34234,24436,23582,44131,42278,42024,43262,44223,43507,37762,28132,26763,
909,90,89, 25.03.2025 15:38:38,9,40313,38307,38131,39472,40481,39741,34255,24425,23595,44105,42274,42024,43284,44238,43504,37798,28111,26750,
910,91,90, 25.03.2025 15:38:52,0,40276,38297,38085,39439,40475,39692,34793,24913,23572,44104,42273,42013,43268,44219,43488,38368,28595,26764,
911,91,90, 25.03.2025 15:38:52,1,40274,38292,38083,39437,40462,39707,34808,24922,23599,44100,42287,41999,43272,44200,43509,38349,28588,26730,
912,91,90, 25.03.2025 15:38:52,2,40275,38286,38084,39433,40468,39725,34809,24913,23597,44108,42277,42010,43264,44234,43486,38337,28583,26749,
913,91,90, 25.03.2025 15:38:52,3,40282,38298,38098,39453,40486,39699,34801,24897,23587,44099,42273,41998,43249,44224,43484,38357,28570,26775,
914,91,90, 25.03.2025 15:38:52,4,40287,38297,38087,39446,40465,39708,34788,24909,23582,44096,42264,42003,43252,44233,43488,38356,28583,26763,
915,91,90, 25.03.2025 15:38:52,5,40263,38314,38077,39449,40450,39714,34788,24913,23585,44106,42274,42007,43281,44209,43485,38340,28615,26767,
916,91,90, 25.03.2025 15:38:52,6,40288,38302,38100,39453,40452,39721,34788,24897,23586,44109,42256,41983,43269,44243,43485,38354,28609,26763,
917,91,90, 25.03.2025 15:38:52,7,40281,38300,38087,39447,40466,39698,34789,24898,23597,44098,42262,42016,43269,44223,43487,38352,28586,26767,
918,91,90, 25.03.2025 15:38:52,8,40292,38288,38091,39441,40438,39720,34798,24903,23580,44109,42276,42014,43279,44210,43501,38354,28568,26773,
919,91,90, 25.03.2025 15:38:52,9,40280,38281,38091,39441,40481,39722,34799,24911,23585,44091,42276,42008,43268,44205,43483,38348,28599,26759,
920,92,91, 25.03.2025 15:39:07,0,40303,38324,38122,39497,40501,39735,35749,25363,23573,44176,42328,42054,43283,44297,43545,39327,29074,26767,
921,92,91, 25.03.2025 15:39:07,1,40311,38322,38121,39489,40502,39746,35742,25359,23567,44158,42310,42054,43294,44282,43558,39308,29068,26755,
922,92,91, 25.03.2025 15:39:07,2,40313,38332,38117,39496,40496,39747,35750,25363,23567,44158,42317,42051,43306,44296,43533,39327,29089,26756,
923,92,91, 25.03.2025 15:39:07,3,40324,38343,38117,39486,40486,39750,35757,25353,23571,44159,42321,42052,43286,44277,43542,39332,29080,26749,
924,92,91, 25.03.2025 15:39:07,4,40313,38311,38137,39479,40510,39772,35765,25348,23567,44125,42331,42057,43306,44293,43552,39339,29074,26775,
925,92,91, 25.03.2025 15:39:07,5,40316,38335,38115,39473,40494,39760,35772,25356,23573,44143,42340,42046,43282,44298,43546,39327,29071,26776,
926,92,91, 25.03.2025 15:39:07,6,40306,38316,38132,39472,40502,39755,35765,25356,23584,44159,42330,42051,43281,44305,43548,39331,29054,26763,
927,92,91, 25.03.2025 15:39:07,7,40310,38341,38116,39485,40517,39752,35768,25349,23561,44152,42323,42060,43285,44280,43557,39335,29084,26765,
928,92,91, 25.03.2025 15:39:07,8,40313,38330,38151,39499,40490,39746,35777,25353,23575,44145,42319,42075,43285,44291,43550,39333,29070,26785,
929,92,91, 25.03.2025 15:39:07,9,40314,38321,38116,39473,40490,39752,35768,25349,23565,44152,42318,42058,43284,44289,43540,39328,29075,26774,
930,93,92, 25.03.2025 15:39:15,0,40305,38302,38095,39484,40486,39756,36069,25651,23565,44154,42315,42040,43277,44281,43553,39637,29339,26780,
931,93,92, 25.03.2025 15:39:15,1,40308,38314,38110,39461,40471,39739,36073,25643,23577,44137,42336,42043,43277,44279,43540,39626,29347,26767,
932,93,92, 25.03.2025 15:39:15,2,40295,38318,38099,39467,40478,39735,36056,25624,23562,44138,42321,42060,43292,44281,43540,39669,29332,26776,
933,93,92, 25.03.2025 15:39:15,3,40300,38329,38118,39468,40487,39748,36081,25625,23585,44160,42330,42045,43277,44286,43540,39619,29331,26766,
934,93,92, 25.03.2025 15:39:15,4,40298,38318,38115,39470,40502,39745,36066,25622,23587,44148,42312,42063,43280,44245,43539,39640,29357,26785,
935,93,92, 25.03.2025 15:39:15,5,40280,38319,38104,39455,40497,39732,36081,25630,23563,44142,42319,42051,43302,44288,43527,39649,29332,26766,
936,93,92, 25.03.2025 15:39:15,6,40292,38322,38111,39472,40485,39742,36078,25623,23563,44126,42322,42045,43291,44266,43531,39620,29339,26749,
937,93,92, 25.03.2025 15:39:15,7,40305,38330,38123,39467,40487,39754,36063,25641,23589,44153,42324,42069,43288,44291,43539,39655,29329,26761,
938,93,92, 25.03.2025 15:39:15,8,40305,38319,38137,39481,40498,39735,36054,25627,23555,44145,42328,42055,43280,44280,43551,39646,29335,26775,
939,93,92, 25.03.2025 15:39:15,9,40281,38326,38107,39448,40485,39735,36067,25612,23559,44127,42314,42051,43285,44280,43543,39644,29327,26767,
940,94,93, 25.03.2025 15:39:24,0,40298,38322,38106,39471,40485,39742,36533,26041,23575,44155,42321,42040,43301,44281,43565,40133,29769,26805,
941,94,93, 25.03.2025 15:39:24,1,40301,38318,38133,39486,40484,39737,36527,26051,23567,44154,42326,42047,43284,44283,43541,40113,29756,26770,
942,94,93, 25.03.2025 15:39:24,2,40279,38327,38106,39486,40466,39738,36517,26035,23576,44145,42313,42049,43281,44297,43560,40118,29752,26766,
943,94,93, 25.03.2025 15:39:24,3,40300,38310,38111,39477,40483,39735,36522,26013,23579,44127,42330,42065,43296,44303,43549,40114,29760,26766,
944,94,93, 25.03.2025 15:39:24,4,40287,38316,38116,39472,40490,39721,36502,26039,23565,44144,42328,42073,43282,44290,43559,40093,29767,26778,
945,94,93, 25.03.2025 15:39:24,5,40290,38309,38102,39469,40498,39755,36521,26046,23567,44140,42313,42063,43282,44305,43553,40127,29762,26769,
