sep=,
This file should not be modified. It was automatically generated by CAPSENSE Tuner 8.0.0.8811
Signature,LLS data file
SchemaVersion,2
Time, 25.03.2025 17:13:44
Program,CAPSENSE™ Tuner 8.0
ConfigFile,C:/Users/Yashvi/YS_ES100_FINAL_OOB_NEW_SILICON/LLLLLSss/bsps/TARGET_APP_CY8CPROTO-041TP/config/design.cycapsense
ConfigDescription,deviceName - PSOC 4 (5th Generation LP)
DeviceName,PSOC 4 (5th Generation LP)
LiquidLevelWidget,LiquidLevel0
FoamWidget,LiquidLevel0_FR
SensorsCount,9
ConnectedDevice,KitProg3 UART-15100A98012D2400
Protocol,I2C
TankHeight,120
HeightStep,1
CoinCount,124
RepetitiveSamplesCount,10
CurrentCoin,123
CountOfFullItems,122
TableSize,1220
DutyCycle,18

Numb,CoinNumb,TargetLevel,Time,RepetitiveSamplesNumb,LiquidLevel0_Sns0,LiquidLevel0_Sns1,LiquidLevel0_Sns2,LiquidLevel0_Sns3,LiquidLevel0_Sns4,LiquidLevel0_Sns5,LiquidLevel0_Sns6,LiquidLevel0_Sns7,LiquidLevel0_Sns8,LiquidLevel0_FR_Sns0,LiquidLevel0_FR_Sns1,LiquidLevel0_FR_Sns2,LiquidLevel0_FR_Sns3,LiquidLevel0_FR_Sns4,LiquidLevel0_FR_Sns5,LiquidLevel0_FR_Sns6,LiquidLevel0_FR_Sns7,LiquidLevel0_FR_Sns8
946,94,93, 25.03.2025 15:39:24,6,40299,38320,38117,39459,40507,39744,36519,26037,23571,44143,42330,42062,43296,44278,43554,40105,29733,26766,
947,94,93, 25.03.2025 15:39:24,7,40301,38316,38114,39480,40486,39743,36513,26051,23573,44143,42313,42067,43288,44282,43548,40131,29754,26793,
948,94,93, 25.03.2025 15:39:24,8,40299,38317,38110,39461,40475,39732,36525,26064,23570,44151,42323,42056,43300,44292,43534,40119,29755,26775,
949,94,93, 25.03.2025 15:39:24,9,40298,38317,38095,39457,40504,39742,36518,26047,23580,44170,42329,42066,43279,44291,43527,40117,29739,26780,
950,95,94, 25.03.2025 15:39:30,0,40306,38312,38108,39480,40487,39739,37209,26952,23562,44191,42360,42059,43299,44315,43568,40790,30667,26768,
951,95,94, 25.03.2025 15:39:30,1,40315,38320,38105,39470,40488,39734,37167,26946,23578,44150,42345,42083,43316,44303,43577,40782,30660,26791,
952,95,94, 25.03.2025 15:39:30,2,40304,38342,38107,39472,40497,39742,37215,26959,23577,44145,42361,42083,43330,44297,43563,40780,30660,26801,
953,95,94, 25.03.2025 15:39:30,3,40315,38326,38118,39478,40484,39722,37185,26941,23577,44189,42342,42066,43297,44307,43557,40791,30666,26812,
954,95,94, 25.03.2025 15:39:30,4,40305,38327,38112,39483,40500,39738,37187,26951,23569,44172,42366,42069,43315,44315,43561,40792,30661,26791,
955,95,94, 25.03.2025 15:39:30,5,40282,38323,38121,39471,40492,39751,37187,26937,23571,44152,42345,42084,43313,44297,43582,40789,30660,26788,
956,95,94, 25.03.2025 15:39:30,6,40288,38334,38119,39466,40479,39738,37186,26963,23573,44157,42347,42082,43336,44289,43555,40788,30666,26801,
957,95,94, 25.03.2025 15:39:30,7,40311,38335,38123,39488,40486,39760,37202,26939,23574,44183,42360,42079,43315,44311,43563,40778,30658,26800,
958,95,94, 25.03.2025 15:39:30,8,40317,38321,38124,39479,40482,39735,37189,26969,23592,44172,42367,42085,43314,44322,43565,40798,30667,26800,
959,95,94, 25.03.2025 15:39:30,9,40297,38315,38130,39490,40485,39754,37188,26951,23591,44157,42353,42065,43299,44313,43568,40792,30654,26787,
960,96,95, 25.03.2025 15:39:35,0,40292,38324,38115,39470,40475,39739,37597,27687,23573,44169,42362,42088,43330,44329,43567,41187,31371,26804,
961,96,95, 25.03.2025 15:39:35,1,40319,38313,38113,39484,40507,39736,37595,27666,23565,44171,42349,42089,43301,44327,43572,41174,31375,26799,
962,96,95, 25.03.2025 15:39:35,2,40309,38332,38127,39460,40500,39756,37572,27691,23579,44179,42363,42094,43320,44331,43576,41186,31381,26814,
963,96,95, 25.03.2025 15:39:35,3,40306,38313,38113,39463,40485,39742,37580,27652,23581,44167,42343,42081,43316,44320,43568,41188,31352,26813,
964,96,95, 25.03.2025 15:39:35,4,40287,38331,38136,39477,40473,39732,37580,27660,23568,44170,42367,42091,43308,44328,43573,41209,31354,26821,
965,96,95, 25.03.2025 15:39:35,5,40297,38312,38126,39469,40501,39742,37594,27694,23559,44183,42350,42091,43300,44322,43561,41202,31391,26811,
966,96,95, 25.03.2025 15:39:35,6,40303,38343,38119,39478,40470,39739,37595,27674,23582,44174,42343,42098,43331,44314,43582,41193,31350,26801,
967,96,95, 25.03.2025 15:39:35,7,40293,38321,38119,39482,40482,39740,37592,27651,23573,44175,42352,42088,43305,44311,43579,41190,31385,26813,
968,96,95, 25.03.2025 15:39:35,8,40296,38322,38130,39475,40474,39738,37591,27685,23569,44179,42349,42092,43331,44320,43569,41201,31366,26811,
969,96,95, 25.03.2025 15:39:35,9,40309,38332,38111,39478,40498,39754,37592,27681,23588,44175,42361,42081,43332,44320,43594,41181,31372,26813,
970,97,96, 25.03.2025 15:39:58,0,40285,38312,38104,39469,40475,39736,37790,28087,23578,44188,42363,42081,43323,44303,43561,41400,31783,26817,
971,97,96, 25.03.2025 15:39:58,1,40290,38318,38104,39466,40486,39765,37780,28106,23581,44155,42368,42087,43313,44322,43582,41395,31795,26802,
972,97,96, 25.03.2025 15:39:58,2,40285,38306,38121,39471,40485,39742,37775,28101,23577,44189,42353,42092,43322,44323,43583,41417,31782,26835,
973,97,96, 25.03.2025 15:39:58,3,40285,38317,38107,39473,40501,39738,37790,28099,23576,44186,42356,42096,43317,44331,43576,41411,31771,26825,
974,97,96, 25.03.2025 15:39:58,4,40307,38328,38112,39462,40485,39739,37772,28116,23584,44174,42350,42087,43323,44328,43573,41417,31780,26829,
975,97,96, 25.03.2025 15:39:58,5,40292,38320,38105,39468,40469,39742,37770,28122,23585,44179,42349,42095,43320,44338,43573,41411,31780,26833,
976,97,96, 25.03.2025 15:39:58,6,40275,38317,38116,39470,40486,39743,37774,28098,23579,44163,42370,42093,43314,44324,43571,41429,31781,26821,
977,97,96, 25.03.2025 15:39:58,7,40286,38313,38122,39473,40487,39728,37784,28104,23575,44172,42352,42095,43307,44331,43570,41425,31780,26823,
978,97,96, 25.03.2025 15:39:58,8,40303,38345,38114,39471,40484,39731,37787,28090,23581,44192,42370,42092,43336,44342,43568,41411,31786,26822,
979,97,96, 25.03.2025 15:39:58,9,40297,38331,38115,39462,40505,39730,37773,28098,23583,44187,42347,42099,43324,44331,43589,41410,31788,26819,
980,98,97, 25.03.2025 15:40:06,0,40308,38334,38108,39474,40484,39746,38011,29117,23592,44208,42362,42109,43344,44353,43600,41610,32819,26859,
981,98,97, 25.03.2025 15:40:06,1,40301,38337,38137,39474,40488,39742,38012,29139,23602,44202,42363,42122,43356,44348,43623,41622,32818,26868,
982,98,97, 25.03.2025 15:40:06,2,40299,38331,38127,39486,40497,39767,38005,29145,23611,44206,42363,42129,43358,44348,43595,41617,32824,26872,
983,98,97, 25.03.2025 15:40:06,3,40296,38338,38115,39480,40494,39749,37992,29147,23612,44204,42365,42128,43331,44343,43606,41624,32825,26844,
984,98,97, 25.03.2025 15:40:06,4,40301,38327,38138,39494,40531,39749,38002,29132,23607,44203,42362,42125,43344,44353,43608,41615,32826,26865,
985,98,97, 25.03.2025 15:40:06,5,40301,38320,38110,39473,40504,39750,37986,29139,23618,44203,42348,42114,43344,44355,43604,41626,32829,26865,
986,98,97, 25.03.2025 15:40:06,6,40303,38338,38112,39473,40484,39754,37987,29133,23602,44206,42370,42118,43358,44359,43584,41618,32808,26865,
987,98,97, 25.03.2025 15:40:06,7,40296,38314,38130,39475,40504,39737,37991,29137,23592,44206,42350,42107,43348,44356,43601,41599,32821,26870,
988,98,97, 25.03.2025 15:40:06,8,40315,38340,38111,39495,40504,39745,37995,29130,23606,44182,42358,42119,43362,44338,43606,41627,32817,26853,
989,98,97, 25.03.2025 15:40:06,9,40301,38341,38129,39499,40499,39759,37983,29137,23612,44205,42368,42114,43351,44342,43600,41626,32827,26855,
990,99,98, 25.03.2025 15:40:13,0,40301,38329,38116,39487,40506,39746,38172,30130,23625,44182,42361,42121,43358,44363,43618,41794,33834,26889,
991,99,98, 25.03.2025 15:40:13,1,40308,38333,38128,39468,40494,39738,38173,30126,23626,44194,42366,42124,43352,44358,43608,41781,33808,26875,
992,99,98, 25.03.2025 15:40:13,2,40295,38332,38118,39484,40485,39761,38164,30113,23629,44205,42364,42124,43356,44355,43606,41790,33819,26909,
993,99,98, 25.03.2025 15:40:13,3,40306,38317,38127,39456,40482,39738,38160,30128,23616,44202,42367,42123,43346,44366,43620,41779,33831,26897,
994,99,98, 25.03.2025 15:40:13,4,40310,38315,38123,39482,40486,39732,38161,30129,23614,44201,42365,42133,43362,44350,43619,41790,33828,26883,
995,99,98, 25.03.2025 15:40:13,5,40283,38315,38115,39481,40489,39740,38153,30124,23621,44208,42368,42111,43374,44374,43606,41791,33824,26875,
996,99,98, 25.03.2025 15:40:13,6,40302,38329,38123,39471,40481,39751,38173,30120,23615,44190,42361,42131,43363,44354,43608,41799,33819,26899,
997,99,98, 25.03.2025 15:40:13,7,40274,38331,38124,39471,40516,39742,38155,30133,23631,44206,42364,42105,43340,44355,43610,41788,33837,26882,
998,99,98, 25.03.2025 15:40:13,8,40285,38319,38140,39477,40489,39756,38174,30098,23631,44198,42360,42118,43360,44366,43608,41802,33819,26908,
999,99,98, 25.03.2025 15:40:13,9,40305,38326,38129,39473,40481,39748,38164,30124,23609,44203,42365,42106,43360,44326,43610,41779,33823,26860,
1000,100,99, 25.03.2025 15:40:22,0,40289,38320,38114,39481,40519,39740,38224,30623,23644,44206,42363,42129,43362,44364,43610,41861,34336,26921,
1001,100,99, 25.03.2025 15:40:22,1,40305,38314,38109,39462,40477,39742,38226,30617,23632,44212,42362,42129,43361,44354,43614,41863,34322,26896,
1002,100,99, 25.03.2025 15:40:22,2,40288,38318,38124,39472,40492,39734,38217,30611,23629,44206,42368,42148,43369,44359,43625,41854,34321,26897,
1003,100,99, 25.03.2025 15:40:22,3,40296,38315,38116,39473,40490,39757,38223,30610,23618,44204,42392,42128,43356,44354,43604,41861,34324,26907,
1004,100,99, 25.03.2025 15:40:22,4,40305,38317,38113,39478,40511,39746,38222,30623,23645,44208,42382,42131,43358,44353,43615,41861,34329,26899,
1005,100,99, 25.03.2025 15:40:22,5,40299,38306,38108,39488,40472,39736,38227,30615,23636,44205,42375,42126,43384,44355,43617,41871,34329,26917,
1006,100,99, 25.03.2025 15:40:22,6,40301,38324,38127,39489,40483,39736,38217,30619,23624,44193,42368,42126,43374,44354,43618,41866,34319,26925,
1007,100,99, 25.03.2025 15:40:22,7,40299,38321,38116,39497,40485,39758,38223,30640,23652,44205,42370,42135,43376,44359,43613,41860,34347,26895,
1008,100,99, 25.03.2025 15:40:22,8,40297,38329,38130,39474,40505,39730,38218,30622,23647,44207,42370,42137,43374,44367,43598,41869,34326,26899,
1009,100,99, 25.03.2025 15:40:22,9,40301,38315,38111,39462,40477,39725,38242,30619,23632,44205,42369,42136,43382,44383,43602,41864,34322,26898,
1010,101,100, 25.03.2025 15:40:28,0,40276,38305,38100,39482,40470,39732,38261,31789,23793,44207,42362,42142,43379,44360,43612,41914,35518,27061,
1011,101,100, 25.03.2025 15:40:28,1,40275,38315,38105,39474,40470,39723,38287,31793,23804,44202,42378,42138,43356,44384,43628,41923,35492,27079,
1012,101,100, 25.03.2025 15:40:28,2,40299,38313,38107,39455,40484,39733,38273,31789,23783,44202,42367,42138,43381,44378,43624,41918,35515,27057,
1013,101,100, 25.03.2025 15:40:28,3,40290,38319,38097,39443,40470,39737,38246,31809,23809,44208,42367,42137,43376,44372,43619,41921,35513,27067,
1014,101,100, 25.03.2025 15:40:28,4,40293,38309,38112,39445,40471,39738,38274,31788,23807,44206,42383,42134,43383,44370,43616,41929,35508,27062,
1015,101,100, 25.03.2025 15:40:28,5,40300,38323,38089,39460,40484,39728,38261,31795,23800,44206,42365,42152,43374,44368,43609,41911,35505,27078,
1016,101,100, 25.03.2025 15:40:28,6,40301,38303,38119,39454,40495,39717,38255,31776,23801,44187,42364,42147,43349,44370,43627,41899,35533,27083,
1017,101,100, 25.03.2025 15:40:28,7,40284,38310,38104,39461,40484,39728,38272,31807,23776,44195,42362,42157,43380,44396,43633,41920,35509,27077,
1018,101,100, 25.03.2025 15:40:28,8,40289,38310,38112,39459,40492,39722,38256,31782,23783,44199,42385,42132,43348,44365,43631,41916,35510,27077,
1019,101,100, 25.03.2025 15:40:28,9,40283,38308,38116,39474,40483,39742,38262,31780,23787,44204,42370,42131,43360,44361,43610,41920,35507,27077,
1020,102,101, 25.03.2025 15:40:47,0,40290,38326,38116,39493,40497,39727,38280,32066,23844,44202,42371,42140,43383,44387,43631,41943,35783,27085,
1021,102,101, 25.03.2025 15:40:47,1,40309,38334,38121,39453,40500,39758,38284,32062,23815,44202,42360,42144,43384,44386,43639,41924,35764,27086,
1022,102,101, 25.03.2025 15:40:47,2,40312,38325,38127,39486,40486,39748,38273,32049,23819,44205,42388,42142,43397,44398,43633,41938,35767,27095,
1023,102,101, 25.03.2025 15:40:47,3,40299,38319,38122,39483,40478,39725,38267,32048,23817,44202,42383,42158,43378,44394,43636,41936,35771,27099,
1024,102,101, 25.03.2025 15:40:47,4,40312,38320,38111,39485,40503,39750,38266,32059,23823,44202,42360,42156,43390,44384,43624,41943,35772,27114,
1025,102,101, 25.03.2025 15:40:47,5,40290,38316,38108,39473,40486,39737,38273,32054,23827,44208,42365,42153,43376,44370,43631,41940,35778,27109,
1026,102,101, 25.03.2025 15:40:47,6,40308,38319,38108,39476,40503,39752,38300,32055,23817,44208,42385,42153,43374,44396,43634,41943,35773,27102,
1027,102,101, 25.03.2025 15:40:47,7,40309,38321,38119,39473,40499,39754,38298,32050,23825,44207,42390,42136,43392,44396,43621,41935,35778,27097,
1028,102,101, 25.03.2025 15:40:47,8,40289,38329,38118,39470,40502,39738,38284,32046,23821,44222,42384,42152,43364,44391,43644,41931,35780,27107,
1029,102,101, 25.03.2025 15:40:47,9,40291,38321,38119,39470,40506,39739,38260,32048,23815,44206,42392,42168,43377,44395,43632,41939,35774,27088,
1030,103,102, 25.03.2025 15:40:54,0,40286,38309,38121,39472,40475,39728,38261,32939,24034,44202,42386,42150,43388,44390,43618,41954,36680,27325,
1031,103,102, 25.03.2025 15:40:54,1,40281,38312,38118,39471,40488,39728,38290,32935,24022,44208,42379,42160,43391,44397,43640,41952,36685,27323,
1032,103,102, 25.03.2025 15:40:54,2,40303,38316,38111,39473,40500,39717,38286,32951,24029,44205,42393,42151,43402,44387,43648,41950,36701,27335,
1033,103,102, 25.03.2025 15:40:54,3,40291,38308,38095,39467,40495,39736,38276,32954,24028,44202,42372,42138,43387,44377,43625,41943,36686,27328,
1034,103,102, 25.03.2025 15:40:54,4,40292,38314,38124,39456,40473,39730,38267,32941,24042,44208,42373,42151,43380,44387,43623,41948,36677,27333,
1035,103,102, 25.03.2025 15:40:54,5,40301,38307,38101,39456,40489,39750,38264,32953,24027,44200,42384,42157,43376,44390,43630,41952,36670,27328,
1036,103,102, 25.03.2025 15:40:54,6,40302,38316,38122,39472,40482,39756,38271,32937,24035,44207,42395,42148,43401,44398,43629,41936,36669,27321,
1037,103,102, 25.03.2025 15:40:54,7,40300,38335,38111,39479,40479,39744,38281,32942,24028,44213,42379,42158,43388,44400,43637,41948,36673,27334,
1038,103,102, 25.03.2025 15:40:54,8,40300,38313,38107,39455,40473,39740,38276,32953,24042,44205,42387,42149,43379,44375,43636,41948,36689,27331,
1039,103,102, 25.03.2025 15:40:54,9,40291,38318,38127,39464,40476,39731,38280,32939,24040,44202,42378,42136,43390,44389,43640,41929,36685,27319,
1040,104,103, 25.03.2025 15:41:00,0,40311,38320,38134,39486,40493,39750,38296,34232,24584,44234,42421,42197,43426,44430,43682,41992,37965,27886,
1041,104,103, 25.03.2025 15:41:00,1,40304,38322,38137,39491,40485,39768,38280,34214,24590,44254,42413,42170,43423,44425,43658,41988,37978,27872,
1042,104,103, 25.03.2025 15:41:00,2,40309,38338,38135,39475,40483,39750,38289,34201,24578,44234,42420,42177,43415,44437,43677,41979,37983,27869,
1043,104,103, 25.03.2025 15:41:00,3,40317,38324,38115,39464,40506,39754,38299,34210,24588,44242,42422,42187,43400,44433,43675,41977,37992,27881,
1044,104,103, 25.03.2025 15:41:00,4,40311,38330,38129,39488,40481,39765,38290,34222,24585,44241,42426,42203,43427,44428,43674,41975,37992,27869,
1045,104,103, 25.03.2025 15:41:00,5,40311,38330,38130,39490,40486,39780,38297,34211,24588,44263,42426,42184,43408,44426,43680,41980,37987,27873,
1046,104,103, 25.03.2025 15:41:00,6,40299,38325,38130,39490,40519,39741,38288,34219,24578,44248,42439,42191,43427,44431,43681,41976,37976,27883,
1047,104,103, 25.03.2025 15:41:00,7,40312,38320,38124,39469,40494,39768,38285,34231,24591,44240,42442,42201,43423,44435,43682,41980,37992,27878,
1048,104,103, 25.03.2025 15:41:00,8,40307,38333,38126,39494,40504,39750,38291,34235,24590,44221,42411,42182,43419,44402,43668,41966,37985,27883,
1049,104,103, 25.03.2025 15:41:00,9,40318,38340,38117,39491,40484,39749,38283,34230,24598,44214,42429,42191,43436,44413,43670,41966,37990,27859,
1050,105,104, 25.03.2025 15:41:05,0,40301,38310,38096,39473,40497,39732,38281,34976,25021,44232,42439,42177,43426,44413,43668,41973,38686,28354,
1051,105,104, 25.03.2025 15:41:05,1,40295,38308,38112,39448,40503,39752,38265,34971,25049,44238,42425,42183,43436,44435,43652,41958,38704,28370,
1052,105,104, 25.03.2025 15:41:05,2,40296,38331,38116,39450,40455,39764,38274,34992,25061,44235,42434,42203,43428,44434,43668,41984,38718,28378,
1053,105,104, 25.03.2025 15:41:05,3,40301,38317,38113,39465,40485,39724,38299,34966,25062,44236,42410,42194,43437,44419,43689,41987,38712,28360,
1054,105,104, 25.03.2025 15:41:05,4,40294,38332,38122,39471,40488,39730,38282,34995,25038,44257,42416,42206,43432,44430,43684,41975,38727,28345,
1055,105,104, 25.03.2025 15:41:05,5,40299,38321,38126,39476,40490,39723,38281,34981,25047,44242,42428,42199,43427,44430,43670,41975,38687,28363,
1056,105,104, 25.03.2025 15:41:05,6,40295,38330,38114,39463,40482,39749,38266,34982,25064,44232,42430,42194,43419,44441,43684,41970,38712,28374,
1057,105,104, 25.03.2025 15:41:05,7,40288,38314,38104,39448,40484,39754,38284,34978,25049,44234,42410,42188,43428,44418,43683,41976,38725,28364,
1058,105,104, 25.03.2025 15:41:05,8,40271,38320,38127,39470,40484,39754,38293,34982,25054,44266,42417,42192,43406,44427,43664,41962,38718,28369,
1059,105,104, 25.03.2025 15:41:05,9,40300,38312,38107,39462,40484,39746,38294,34990,25053,44234,42430,42190,43426,44432,43669,41985,38704,28361,
1060,106,105, 25.03.2025 15:41:09,0,40319,38323,38132,39469,40487,39755,38279,35581,25562,44255,42442,42221,43421,44425,43676,41994,39371,28868,
1061,106,105, 25.03.2025 15:41:09,1,40298,38329,38118,39483,40473,39738,38279,35575,25559,44250,42427,42220,43455,44435,43674,41988,39345,28859,
1062,106,105, 25.03.2025 15:41:09,2,40308,38328,38108,39473,40490,39728,38271,35567,25570,44247,42440,42211,43438,44429,43691,41999,39357,28879,
1063,106,105, 25.03.2025 15:41:09,3,40277,38312,38114,39449,40477,39743,38312,35584,25558,44247,42447,42206,43437,44448,43690,41989,39350,28869,
1064,106,105, 25.03.2025 15:41:09,4,40299,38330,38121,39480,40492,39738,38273,35581,25580,44264,42440,42197,43433,44454,43689,41989,39373,28894,
1065,106,105, 25.03.2025 15:41:09,5,40288,38306,38093,39461,40484,39749,38275,35594,25575,44252,42461,42211,43440,44423,43689,41980,39365,28871,
1066,106,105, 25.03.2025 15:41:09,6,40310,38324,38119,39479,40485,39739,38284,35565,25558,44246,42438,42202,43441,44434,43691,41988,39353,28861,
1067,106,105, 25.03.2025 15:41:09,7,40304,38327,38103,39471,40498,39748,38274,35580,25565,44268,42427,42197,43430,44440,43689,41988,39365,28879,
1068,106,105, 25.03.2025 15:41:09,8,40298,38328,38110,39488,40484,39761,38272,35577,25549,44269,42437,42199,43442,44426,43682,41994,39363,28877,
1069,106,105, 25.03.2025 15:41:09,9,40306,38316,38102,39470,40486,39739,38276,35566,25561,44249,42442,42203,43421,44440,43686,41987,39379,28880,
1070,107,106, 25.03.2025 15:41:15,0,40298,38334,38098,39479,40500,39744,38290,35932,25927,44255,42448,42203,43440,44449,43691,42008,39691,29265,
1071,107,106, 25.03.2025 15:41:15,1,40292,38317,38108,39469,40479,39724,38297,35935,25961,44268,42455,42187,43446,44436,43686,41990,39707,29291,
1072,107,106, 25.03.2025 15:41:15,2,40296,38305,38114,39481,40477,39738,38306,35940,25948,44256,42436,42207,43454,44427,43691,42000,39705,29272,
1073,107,106, 25.03.2025 15:41:15,3,40298,38336,38107,39476,40485,39740,38289,35940,25972,44236,42446,42200,43442,44444,43686,41996,39711,29273,
1074,107,106, 25.03.2025 15:41:15,4,40289,38325,38106,39453,40504,39759,38283,35944,25944,44274,42457,42227,43432,44446,43695,42015,39707,29284,
1075,107,106, 25.03.2025 15:41:15,5,40297,38322,38120,39456,40495,39740,38278,35931,25960,44249,42436,42218,43447,44442,43699,41988,39704,29269,
1076,107,106, 25.03.2025 15:41:15,6,40289,38316,38098,39459,40479,39734,38288,35918,25928,44257,42452,42203,43447,44464,43693,41997,39694,29273,
1077,107,106, 25.03.2025 15:41:15,7,40287,38320,38115,39466,40476,39727,38273,35930,25944,44257,42452,42203,43449,44435,43691,42005,39719,29272,
1078,107,106, 25.03.2025 15:41:15,8,40274,38320,38108,39465,40487,39754,38293,35927,25949,44258,42454,42205,43461,44446,43708,41994,39717,29286,
1079,107,106, 25.03.2025 15:41:15,9,40292,38340,38121,39486,40477,39738,38279,35922,25952,44258,42457,42224,43443,44441,43700,41997,39703,29281,
1080,108,107, 25.03.2025 15:41:21,0,40289,38321,38112,39450,40473,39753,38273,36350,26571,44271,42451,42233,43446,44454,43702,42003,40129,29887,
1081,108,107, 25.03.2025 15:41:21,1,40285,38300,38115,39453,40499,39770,38283,36323,26556,44273,42469,42215,43442,44460,43706,41996,40122,29860,
1082,108,107, 25.03.2025 15:41:21,2,40302,38318,38103,39484,40468,39764,38262,36337,26583,44287,42432,42201,43452,44460,43705,42006,40137,29882,
1083,108,107, 25.03.2025 15:41:21,3,40298,38328,38124,39468,40492,39739,38284,36338,26549,44278,42464,42232,43464,44451,43705,42024,40130,29852,
1084,108,107, 25.03.2025 15:41:21,4,40272,38319,38122,39468,40467,39750,38285,36319,26547,44258,42471,42224,43441,44450,43710,42004,40127,29868,
1085,108,107, 25.03.2025 15:41:21,5,40281,38324,38109,39469,40497,39725,38296,36324,26554,44281,42448,42232,43449,44465,43696,42008,40128,29862,
1086,108,107, 25.03.2025 15:41:21,6,40310,38308,38108,39465,40483,39752,38286,36329,26552,44278,42457,42234,43461,44447,43709,42025,40130,29866,
1087,108,107, 25.03.2025 15:41:21,7,40303,38325,38124,39482,40490,39721,38286,36347,26557,44272,42465,42210,43451,44449,43700,42001,40138,29879,
1088,108,107, 25.03.2025 15:41:21,8,40283,38314,38112,39468,40498,39734,38277,36343,26555,44284,42471,42223,43452,44449,43692,42023,40112,29851,
1089,108,107, 25.03.2025 15:41:21,9,40290,38314,38117,39477,40485,39753,38284,36351,26556,44270,42464,42199,43459,44452,43700,42012,40133,29859,
1090,109,108, 25.03.2025 15:41:31,0,40301,38345,38138,39486,40497,39756,38307,36728,27251,44303,42504,42268,43496,44503,43741,42041,40521,30550,
1091,109,108, 25.03.2025 15:41:31,1,40321,38351,38135,39498,40508,39756,38294,36708,27248,44306,42505,42269,43490,44504,43743,42040,40520,30564,
1092,109,108, 25.03.2025 15:41:31,2,40324,38336,38149,39482,40509,39778,38295,36720,27237,44294,42512,42248,43478,44487,43741,42047,40524,30548,
1093,109,108, 25.03.2025 15:41:31,3,40331,38358,38126,39513,40519,39745,38299,36728,27252,44332,42504,42249,43491,44483,43725,42031,40525,30545,
1094,109,108, 25.03.2025 15:41:31,4,40317,38346,38133,39511,40488,39766,38293,36736,27231,44309,42497,42254,43499,44483,43735,42039,40524,30562,
1095,109,108, 25.03.2025 15:41:31,5,40332,38338,38126,39504,40516,39776,38280,36740,27253,44331,42509,42264,43484,44473,43739,42034,40519,30544,
1096,109,108, 25.03.2025 15:41:31,6,40322,38334,38130,39486,40498,39767,38301,36746,27266,44326,42521,42267,43491,44505,43736,42019,40531,30547,
1097,109,108, 25.03.2025 15:41:31,7,40310,38341,38154,39506,40502,39758,38296,36724,27239,44314,42493,42268,43497,44492,43727,42030,40523,30559,
1098,109,108, 25.03.2025 15:41:31,8,40321,38344,38145,39500,40501,39766,38294,36742,27267,44319,42514,42246,43491,44475,43725,42042,40521,30553,
1099,109,108, 25.03.2025 15:41:31,9,40320,38329,38139,39514,40516,39770,38305,36734,27257,44322,42504,42260,43485,44489,43736,42024,40518,30562,
1100,110,109, 25.03.2025 15:41:49,0,40281,38329,38109,39474,40482,39737,38274,37014,27753,44303,42491,42251,43475,44480,43710,42014,40852,31080,
1101,110,109, 25.03.2025 15:41:49,1,40301,38335,38111,39470,40501,39734,38259,37022,27769,44316,42485,42248,43481,44481,43716,42015,40836,31072,
1102,110,109, 25.03.2025 15:41:49,2,40290,38318,38134,39473,40481,39741,38271,37010,27750,44294,42501,42255,43471,44480,43719,42026,40840,31082,
1103,110,109, 25.03.2025 15:41:49,3,40307,38310,38132,39451,40487,39732,38284,37033,27787,44309,42493,42267,43492,44484,43716,42035,40831,31067,
1104,110,109, 25.03.2025 15:41:49,4,40301,38332,38099,39469,40486,39736,38280,37026,27777,44305,42488,42258,43480,44479,43726,42030,40829,31078,
1105,110,109, 25.03.2025 15:41:49,5,40305,38333,38107,39472,40476,39736,38276,36999,27749,44305,42496,42252,43468,44468,43721,42019,40844,31069,
1106,110,109, 25.03.2025 15:41:49,6,40282,38334,38110,39461,40468,39731,38264,37016,27767,44312,42499,42257,43482,44480,43709,42012,40849,31090,
1107,110,109, 25.03.2025 15:41:49,7,40312,38303,38106,39468,40454,39739,38267,37027,27753,44322,42506,42247,43462,44486,43711,42016,40834,31077,
1108,110,109, 25.03.2025 15:41:49,8,40290,38325,38118,39467,40483,39740,38274,37003,27778,44305,42490,42260,43485,44486,43712,42024,40831,31076,
1109,110,109, 25.03.2025 15:41:49,9,40292,38313,38103,39462,40473,39734,38280,37028,27763,44325,42501,42255,43477,44482,43700,42017,40846,31077,
1110,111,110, 25.03.2025 15:41:56,0,40217,38263,38051,39388,40397,39682,38216,37334,29370,44245,42449,42210,43408,44421,43644,41955,41138,32602,
1111,111,110, 25.03.2025 15:41:56,1,40222,38260,38052,39395,40397,39669,38220,37341,29340,44254,42418,42205,43430,44423,43657,41974,41145,32609,
1112,111,110, 25.03.2025 15:41:56,2,40223,38272,38050,39390,40390,39661,38209,37353,29357,44255,42429,42188,43435,44412,43660,41964,41148,32619,
1113,111,110, 25.03.2025 15:41:56,3,40238,38254,38064,39395,40389,39653,38208,37328,29341,44250,42442,42189,43422,44418,43649,41961,41147,32632,
1114,111,110, 25.03.2025 15:41:56,4,40206,38261,38055,39403,40408,39678,38206,37331,29348,44251,42456,42220,43447,44418,43659,41966,41170,32633,
1115,111,110, 25.03.2025 15:41:56,5,40236,38262,38046,39410,40405,39669,38222,37339,29347,44236,42443,42206,43427,44415,43661,41980,41142,32613,
1116,111,110, 25.03.2025 15:41:56,6,40238,38261,38053,39398,40390,39670,38197,37350,29349,44265,42426,42189,43430,44436,43653,41970,41149,32613,
